actual,predicted
3.402383786341335,3.457039
7.397914901973209,6.445971
2.3390575061229884,3.1362154
5.597318835359021,6.6154594
3.2043018325549943,2.5940247
5.553648943266174,5.5985923
7.092046454145656,6.446885
4.237056014892808,4.57846
1.7817650224515211,1.3942504
6.393009134170613,6.1124363
6.126623215677661,6.165698
5.358115231405189,5.3260326
4.216748899700844,3.8696477
5.314015049262674,5.8292465
3.4799870101282955,3.374101
5.304238796559188,4.6533284
3.809706249631346,3.7735388
7.081879797236565,7.6548057
2.188689627832488,2.6254017
2.3587823321545818,2.5283308
5.773204470517966,5.0080047
5.207746323717574,4.171417
4.187204028950756,4.24871
5.805585054426482,5.603714
5.885255818656088,4.9708223
6.439321115133833,5.754018
7.002015495273307,7.583488
1.1510530575473925,1.0783448
5.854075723454989,5.4843416
2.5385435112465307,2.8059382
8.006269708493699,7.2783318
3.6079498068671096,3.530138
8.150009654273855,8.287936
6.646329085798516,5.948865
5.2728776186076765,4.355151
5.310369363193373,4.6056323
2.6681276609566997,1.8813832
7.099717324204976,6.991252
1.0452712055087154,1.4454792
3.5015922277306326,3.672211
4.3320452245701215,3.7444584
7.134691670985881,7.206627
7.628061596871647,7.904189
3.1628150029236948,3.8307936
5.794603999613366,6.150136
5.136579001532399,5.2385006
5.967533916761884,5.5408754
4.690475964860138,4.727248
7.32458457295386,7.824628
6.436855384708781,6.1058197
4.591889531764855,5.375124
5.588765769705594,6.082664
5.767022595469762,6.0075855
6.584293402975174,5.9323893
3.3080635706400097,3.7094975
2.3144225764446147,2.8244407
7.385057334115399,7.3196163
7.764827747795458,7.5238953
2.6451757574942327,2.9545329
1.9667361097927536,1.8402779
3.0426351704036905,3.088526
4.584657180054968,4.925723
7.898096927102187,7.529896
4.620980394897594,5.2796335
5.498357508689686,5.3243523
4.083200714087674,4.5867043
4.526201056370963,4.45702
4.550812118868778,4.4984894
5.049049203614785,4.962693
5.588405874534761,5.8029356
5.319016268564234,5.071075
4.456485829322634,3.9505248
4.495878095375831,4.355736
7.366465987249111,7.221381
0.9116829367758036,0.9372911
5.385087270433473,5.4685717
4.292846889172012,4.446647
5.680491330436839,5.894999
3.910553598205039,4.9767094
3.827072525844724,3.6742394
7.412832719912251,6.7465143
4.464112030079547,4.6301613
5.881590380099557,5.32673
6.584297234376628,6.660365
8.263873140308256,8.15318
2.6990600605506287,3.5282872
3.562801339659608,4.1229296
3.6917062481219465,2.8008807
3.891761761734128,4.3567314
6.867079980991872,6.6805396
2.374553079794996,1.3419689
2.309587333510476,2.2199183
4.8981807530789006,4.906745
2.516008864612977,3.7195866
4.968020567410131,4.505446
5.150030313938467,4.758046
4.849898512267873,5.0194626
5.85794221400456,6.17574
2.5270038126859418,2.3264716
2.351143717269641,2.0985844
7.002785866865886,6.2898293
5.441491498462684,4.650398
4.367026091432518,4.2243133
4.704503869781806,4.8176804
6.608806186538874,6.8416386
2.3384190739293325,3.0713768
6.332376043962844,6.7522264
6.140359996068628,5.0443764
6.964836883150169,6.5726
4.493015654229633,5.0249214
8.99395870516826,8.141994
1.5183778036013988,1.0368328
5.586689107045231,5.125849
6.410147811390044,6.095377
2.80875437611135,2.9870155
3.112888125112983,3.5955942
5.762063329946928,5.4763947
2.11969796694049,2.0190024
2.2260786968652004,1.2016218
3.821242691129834,4.1907773
1.7116745206765185,1.7213244
3.228044036530765,3.9098473
6.213690565959767,5.934959
5.726473651819799,5.461628
4.22225342342089,3.6026108
4.683541897878311,4.645676
3.990286851686162,4.580352
6.1549164475944105,5.9817476
5.359397460989192,5.0406256
3.188453196893942,3.027729
6.102551966839257,6.0248346
4.195136348151538,4.698491
6.646451756390488,6.7223215
5.100571857714698,4.4659934
3.045594440384172,2.954726
5.584854386527146,5.6796227
1.2604890201664452,1.0312508
1.8362611867812777,1.9678495
4.88131869353559,6.137227
6.139960484142491,5.6678677
8.085937925682495,7.8246336
5.371246688994532,6.2752247
3.589093147302645,3.8302622
3.921373358150895,3.6511765
3.854041382207617,4.017818
5.929070304335184,5.55226
4.236313657387093,4.3344946
6.251366257042183,6.574909
5.024610278302543,5.370145
5.234604752314088,4.8295593
6.08494987794476,6.708559
7.083436298094938,6.8428936
3.997603963038933,3.1210737
3.9913650898281983,3.739794
4.322129699543296,3.7350025
6.400235188224343,6.121459
4.36241891818748,4.8536444
2.1988781842709657,2.3979988
7.754068790898045,7.907746
2.078671807930605,1.7705886
6.160665246036409,6.4238024
5.859900226063049,6.097906
7.3048336357920896,7.4735475
4.740364676303246,5.183279
4.3782052977733015,4.321517
4.475602037968047,4.177507
1.2206783034789015,1.4956623
3.05400276033358,4.324792
1.9995402741410908,1.9567204
7.696722989051427,7.020026
4.858924380158361,5.3341684
2.1854145607715942,2.0470345
1.5573261918220882,1.8363332
2.785801199106031,4.409878
4.801051992149259,5.550617
2.6587129724339027,1.428014
6.803528482954503,6.1015854
4.981152779214431,4.672865
6.15272538805389,6.4149814
3.544579021783717,3.4953105
4.820922299538446,5.221142
5.178501006439426,5.884775
5.485738129896724,5.885723
3.1596971139772365,3.2125154
1.4207354176965863,2.3481338
5.168534659068868,5.339778
3.939716873054212,4.641808
8.364485755409476,7.154242
7.048147256744859,6.8859897
3.9820339391075192,4.111908
4.995092216196994,3.9954271
6.718527248964703,5.8283725
3.1609920204388224,3.698921
6.314840463768252,6.452734
7.183291266137379,6.8151674
5.624773106730535,5.7649016
4.947411229580117,5.055934
4.6433460634950725,5.3669024
6.066888303345172,6.073244
5.684140725642912,5.6433043
4.8368229389861375,4.8550653
3.913608558773912,3.910918
3.0242728211616563,2.4159994
7.778950512102482,7.558049
6.509288192299822,6.057116
4.747506214122522,4.7697897
5.213706424197466,5.929693
5.562321711624506,6.2837744
4.364493719983733,4.822792
5.996685594204368,6.2948
6.405501306751036,5.8273916
3.283758811597256,2.516848
3.0149985707314406,2.5422785
7.031177784285035,7.18871
6.009017295820704,6.4493957
1.2706951668670847,1.2524042
4.739119999272011,6.374014
4.989376066774124,4.878084
2.554745884189013,3.247331
7.556590800381359,7.1967916
3.4825365960718315,3.4481497
7.633101891717709,6.1233616
6.086743504157661,6.4775167
1.8662935788485573,3.5507534
2.476962689549987,2.9737127
5.205202549907026,5.495692
6.189450681898836,5.4873004
8.101132526337222,7.9092164
6.049234569860685,5.746337
4.346641202683462,5.432875
2.366883491788854,2.5812023
4.723527097336716,4.572125
5.922407813054723,6.251729
2.7026675060308945,2.3594306
4.7495976333308985,4.314223
5.388034407922671,4.3252144
1.454605332543859,2.0139713
4.459153272938833,5.382475
5.641662566291934,6.4867725
6.569564682304232,5.989175
5.078332737732748,4.7095137
3.8593881255204425,4.196185
1.5967616974057293,2.1259122
3.9098063376660495,4.260331
3.8803915741349,3.1176667
4.619843225279341,4.5603685
3.95586669796808,3.6917202
3.5354983257049906,4.2574615
5.177132487391983,4.5435476
4.760062417980945,5.577938
6.866859499021425,7.255632
5.320714665730577,6.44117
4.562733279919067,4.7300315
6.875935134737169,6.4029684
4.890956108011879,4.715741
4.189828419072544,5.0403476
5.02775216466446,5.0386634
6.107714148719152,6.2531147
1.6042118769309646,1.6436453
4.248868815996271,3.781543
7.272363962763507,6.6606283
6.100817272856667,6.4241924
2.168604985563144,1.6637115
6.324964458831178,6.221896
3.429420100243929,3.559048
2.8189521671132023,2.6529078
4.188209956414493,3.9444857
8.007190363644968,7.9805923
6.702379042127176,6.691679
3.9422594170539775,3.8601625
2.967257066196073,3.7953563
3.9495706239839103,4.6808505
5.787309838917948,5.873301
1.9777067341146355,3.0128107
6.088972440543471,6.206991
3.342761899639111,4.4216866
3.5852370789634462,3.1369789
3.7589029792788766,4.211728
3.0864143475972403,2.6175437
6.870865984774849,6.0724425
1.9158641242054264,1.6907895
7.715224398122453,7.014024
4.618486056722294,4.6884933
3.2661991537503976,3.0090818
2.3835564588398848,2.7967212
2.4247858421125423,2.5788171
6.705958108600162,6.777469
5.89254058233155,5.3701906
6.73727809513772,6.6690745
2.868599835645436,3.2700455
5.687857611270367,6.2689247
3.0612694660844797,3.8752053
6.410755405553286,5.710319
2.8920887049355453,1.7294748
6.716207618973046,7.3703237
3.126742752425735,4.023597
2.710363135565186,3.2469833
8.316011119600011,7.794286
4.651929582928367,5.076081
6.562837605201356,6.0711575
3.1883883896559797,4.055374
4.865077013655746,5.4573917
8.006463040419135,7.696642
4.842641189912243,5.1694136
2.9000645436349086,3.2501342
5.189309950260594,5.330536
3.554593420899675,3.5411668
2.734297809661702,2.9067724
4.373214625130212,4.5840755
4.411001395902883,4.9062796
3.844239527976805,4.0080757
2.766533329236638,3.3226557
6.663883329527812,5.9173884
3.666405810615094,3.9960535
6.229379845689891,6.055339
6.691277079903065,6.971667
4.472647886866223,4.5345793
4.087784674007618,4.0539937
1.7293384355799146,1.3244741
4.586816449812831,4.758871
3.6713889471947194,3.9155872
4.726404247833198,4.222127
4.721890182424788,4.642387
5.11236240523598,4.1169443
2.566298815232999,2.5856302
3.662606115740469,3.6793296
5.072462858700633,5.341876
3.594759313328766,3.4008179
4.349871829374647,4.0708117
4.941085155146543,4.4698167
3.662250107562064,3.5730236
8.84191335258664,8.349593
6.536687773495822,7.0651827
5.093031271125209,5.2762914
4.707329612895526,4.721346
4.033137372024644,3.991038
1.6696737071187395,1.3258773
3.861495662533661,4.0467587
5.211309379679469,5.738881
2.681092451499598,3.3636096
4.001568441667942,4.5799317
8.103752591540582,8.195657
4.7051024249896685,5.6098185
3.567498725841616,4.2406096
7.245566480448445,7.8296437
5.049838769683109,5.275095
7.040672668120751,7.521017
3.1423018190701986,3.4643877
2.797708196036625,2.994178
5.339653671465533,5.2059946
4.846937551287812,5.8294544
5.384451645079923,5.4020023
3.2718966229106403,3.7932875
5.911913143171552,6.037116
3.950613836067608,4.662636
5.9249546776101765,6.299103
5.1761473950132935,4.4419646
3.91903820191878,2.7162392
7.199533632856338,6.7882557
5.059419795955279,4.742894
0.8178256140336005,1.7699733
7.072568131182071,7.4884405
2.677380984092281,3.0988746
4.696542707128131,4.9261236
3.6675333171848346,3.5502236
4.586723266748954,4.457323
6.086850833185903,5.2375574
5.928289269839636,5.2328596
8.350709810998763,8.12844
6.368021962142151,6.554598
3.394117317248686,3.107858
1.4246074000732316,1.7015619
6.453285168253985,7.5263634
6.292233351165643,5.471391
4.431636855137222,4.422965
3.5586227548596137,3.2232542
4.508156815979191,4.350602
7.531443251458127,6.538857
4.482042492475419,4.1213455
6.4002133853084935,5.9947577
5.5025850721563785,5.0012846
6.04565476157717,5.6036997
6.227087336992826,5.8371687
7.220005524570005,7.053093
2.312615909590406,3.1086886
1.4329707437112595,1.5508443
4.654544350002278,4.283737
5.735647248165954,6.414283
3.6682128149452273,3.521729
5.538423553651214,5.321433
3.5589561848399485,3.6966052
5.600868219139907,6.2646766
4.454016775179187,4.770438
7.291760912628246,7.3098106
7.064550338999509,6.3882265
6.369968065154446,6.5666018
3.707521941500092,3.9870934
3.768503766377792,3.9401627
7.532719049654088,7.051819
5.586519665508029,4.9475827
1.0792890240138144,1.1814555
2.0825800444835,2.152792
7.073424101911884,7.098121
1.9782854642966443,1.9038899
8.018508324977347,7.605896
7.272931334845758,6.9890175
4.203974897007317,3.5795853
6.011362071100672,6.353877
3.827604084573996,4.623051
3.716504563357777,3.542206
4.2786643577314,5.0602765
5.5751659089344745,5.538897
3.866304991681516,3.5760303
1.323224297432595,1.5386994
3.0939814776383407,2.7710338
6.748042937340077,7.350983
6.840171350388499,6.814142
4.474448079752528,5.2822723
6.259217197061902,6.8180714
2.847506313893913,3.4114163
3.904411675810975,2.9844916
4.714061517095083,4.5623155
5.577737540684042,5.87645
3.713494721132613,3.5524395
7.35491625387213,7.933323
3.344289898473084,3.4754918
2.520887209255346,2.767934
3.82587353721573,2.9460533
0.4809144928982127,1.0461175
1.5648335446699413,1.5270226
1.5574287856124631,2.5229666
5.876723452177491,5.459199
5.543451810715958,6.7905617
3.747915864527606,3.536534
5.581826754632044,5.4264936
6.766331015764702,6.3459425
5.154890418620305,5.8030047
5.5185299094143305,5.852339
3.048504166050204,3.1710503
4.062015613143773,4.245534
5.9745405650229495,5.3963494
5.383714033007368,5.1330414
2.329149402104929,2.5735009
7.580852431603109,6.947155
5.59555794025642,5.459505
3.964800383897527,4.426779
2.8430745053751623,3.5719337
3.9925512583494593,4.5754795
3.2367497202369284,2.4867322
6.60689502244938,6.880572
3.703237479748454,3.6526957
8.30505553350991,7.898501
3.4280785232999347,3.7425277
6.272380699470646,6.567666
3.3827720933450367,2.8276489
7.699843676840179,7.6145496
4.79246743590608,5.1092935
3.7832198612303287,4.355226
4.937900858483397,4.8208323
5.0560929151257215,5.2749386
5.659003446031642,5.2389994
6.13420482094012,4.538949
2.34814465074095,2.590792
3.537418407066514,3.6802423
3.0944454679243822,3.7541811
6.154419855090598,5.6327796
6.694522180151802,6.990977
5.173355490080584,4.619426
3.831039837268927,4.4547663
5.763138224611422,5.466246
3.2076876418102858,3.4238553
6.586108438574155,5.7359095
1.8367530177003952,2.764496
5.258559544184966,6.331378
5.469386189209895,5.1017184
3.2416662226858284,4.137088
4.018528053326671,2.9563851
4.331325531040823,3.9617696
4.3334099190947,4.1053495
5.586654391327325,5.0507154
3.5877053694860974,4.133513
4.594989234561715,5.2614985
2.9159813064220867,3.016887
2.5309872616847437,2.6967387
6.5587728880217,6.7646155
3.6829796757544377,3.2788863
6.031671280657284,6.4753814
4.488238786507058,5.4051957
3.219177583084231,3.999237
3.535411330344437,3.676904
5.315813704554103,5.086096
1.0198264776557773,0.9702767
7.860868074520326,8.121026
6.437803429611333,6.4085617
4.866562940603723,4.323335
3.329440178824318,2.7323558
3.020511980831268,3.3199723
6.348237389399452,6.4692836
3.020402649233209,2.924506
3.498081361485767,3.5991538
4.906265298078513,4.667244
4.0834682532998,2.9091806
3.605791056837092,2.910506
5.522218291514754,5.6867332
3.5598332342043264,5.141102
4.412896123944555,4.8663936
6.630538198903807,6.1448784
6.752483754231333,7.292224
3.855329059605459,3.6775422
2.1696315910981947,2.1646593
3.6957659857747096,2.9552865
4.3767223648756906,4.156628
5.165378784808402,4.891355
2.479914760769435,2.7436328
4.706523356856247,5.529009
2.333980460098547,2.8530014
7.068902091564832,7.774981
5.938350233494363,6.1035595
7.32879510764252,6.811351
5.496195531491211,6.7236543
5.834382237298757,5.7569
7.9309242114782625,8.317478
2.1703499188172137,1.4642328
3.577571926624481,4.3603873
4.257075726544428,4.270954
3.5354749310433053,4.2924814
5.001498442156921,4.2358837
4.676257584468504,4.3753433
3.412834521069343,3.5475473
6.602895213450766,6.7937346
1.9008990724702548,1.2945607
2.5785522169949617,2.8773687
5.20917841364466,5.890869
1.7071428851838624,1.9550753
5.660090484203872,4.892459
3.873679455143158,3.4321527
5.223042939661409,4.4348803
5.839002036109281,5.739982
7.690745246445923,6.935829
3.361487914386802,3.893044
2.794789434426103,2.6716268
4.796517959841768,3.8399236
1.796148849874556,2.2489045
7.258832631022448,6.319625
3.0190794160938794,3.0334036
4.752022800020773,5.6579714
2.158464183474459,1.8699898
3.743638248581382,3.5856378
5.870307331203323,6.4149694
2.939495782358149,3.422393
5.341452489709672,5.0118117
6.889527141283426,6.9794984
4.833609386154554,4.216357
2.888587704904867,2.9599931
3.2408485510854605,3.885702
6.113428019143791,6.2942533
5.5873729504329805,5.558514
3.4647507611760844,3.7176502
6.077668297133365,6.2819967
4.759126661354412,4.4169636
5.736504371431061,5.5516725
4.736375834350641,4.3380947
5.387766357867911,5.9197826
3.3277777429646096,3.9594655
3.828296552493967,5.0136714
4.109133968096039,4.134638
3.2942612521302417,3.600485
6.164074362804242,6.3950167
5.7707495667871775,5.698059
2.989738205578857,3.166605
6.461866224763537,6.082233
6.408864343542284,6.743718
4.64232940888955,5.304737
2.580184689687584,1.9223952
3.596202322513117,3.140696
4.818361493008741,4.5820465
5.88710214485897,6.316825
3.949497516196567,3.8553145
5.467768723177956,4.7572904
3.995116026718257,3.3397543
4.635019954163895,4.6196404
5.418727709303603,5.240537
6.062473416964918,6.5506577
3.9194126268568574,4.1050844
4.021944493100948,4.705306
6.394717376197389,6.036951
3.886920010512037,3.2155974
6.246184911954511,5.1253557
7.246773678238207,6.85341
6.642387972035368,6.4170685
1.8395541152208983,1.78832
3.03394894993059,3.2684405
5.058362514551656,4.8601613
3.3194740667628118,3.256965
2.263662501130828,2.8910184
0.4717471257824942,1.4595451
6.926669745986598,7.3590894
5.443039162328298,5.706698
4.570837019026519,4.6440187
2.787462714554387,3.8975346
6.830563076579076,6.5448484
5.186466657148316,4.705435
3.9696297265366174,4.129954
0.8802812132362784,1.8037976
1.9251765918048136,2.6919267
6.665833086597841,6.8670855
2.1581347664008934,1.9195423
3.495612738337784,3.7831054
2.1144328451030505,2.9199471
2.363145838576248,3.0006871
4.561630174497545,5.13245
4.823147341711649,5.6363053
4.85754480543005,5.166109
4.750307250273552,4.998382
6.263445884737967,6.3701205
1.9754270807300345,2.5167742
1.89469202607664,2.150345
5.801875694995543,6.4666247
3.512455357225607,3.623031
4.247551974426232,3.6864598
4.294009102778761,4.981183
6.2127759693588,5.7936025
6.430122436146634,6.2236595
3.517115212290589,3.2168348
3.198821997814954,2.9329894
5.764318881511111,5.949169
1.8954270533602928,2.2267323
3.646377982614212,3.9530523
3.575517091506685,3.7218819
2.1317871245896374,1.8038535
3.4993218442875627,3.6348007
2.314298237020984,3.10395
7.178599718871742,7.1822424
3.288168696044432,4.690275
3.771633952789272,4.3085318
5.200036542636077,5.549798
1.3085690316026248,1.5267406
3.4716301023116296,4.3506327
3.35819522463462,3.7962627
5.124802259661696,5.395681
5.187745574254943,5.4160957
4.406231348354813,4.5054126
1.8952401310806335,2.592253
6.266933926414857,6.859863
4.404865151815336,4.0590544
4.927253064516881,4.2804604
8.465937783246059,8.362741
5.382957905299896,5.9636393
5.387042791238974,6.222183
3.542149899949999,3.3815556
6.602220554038977,6.9586997
2.4058733184108885,2.2196226
6.320382383265903,6.4113975
7.958711168292676,7.852931
3.97596261008343,4.363166
5.534829342728613,5.5685563
3.66339550427348,3.8747895
7.116397479638558,6.9097047
3.165557365154414,3.1739194
2.878700840127062,2.7824717
5.289566181663128,6.093194
3.88268157253183,3.9372644
5.38479545709249,5.385044
4.445426534509589,4.554986
4.591376087873785,4.3953943
5.546768467486474,4.8598766
5.871827845780504,5.659129
4.411380979529762,4.864339
7.99113068557166,7.9327126
7.025103901896923,6.134255
4.495702188793114,5.6372333
6.157572862804295,5.5781517
4.810585276665241,5.4965453
4.703398477209514,5.4971313
3.812799363279952,3.6582284
4.316104660210405,4.848282
3.862431481358414,4.344793
4.975659292535818,4.8940496
2.9172855712463863,3.1226614
3.588086535708896,4.380088
5.456913878827057,5.760828
3.29463546563072,3.2077463
6.6344931657531925,7.2080994
4.453233683965524,4.247932
4.563452029936193,4.5991373
1.7825541234285809,2.1281965
4.86188524258667,5.3339953
1.0779025464986376,1.0984851
4.063666161635897,5.5441523
6.953857898417394,6.897744
2.7657266788482,3.47903
3.01152390387041,2.4809258
1.5745124887428044,2.1802099
8.27008614392824,8.060774
3.0804836442922645,3.1980746
4.625174944601189,4.544837
5.258957050861332,4.7895613
5.508020086783431,6.174018
8.648761281062429,8.281393
3.763493274831049,3.8000858
4.8575704627080025,5.273589
7.484306280214155,7.215298
6.855075565576494,6.5981445
4.172548042286026,4.025867
3.363292291713325,3.4642372
3.652318410132666,5.1929045
2.001766602876879,2.8904672
3.6493636949902166,3.6462035
6.954933716692243,7.586087
2.582309346246726,2.496507
6.567696770692604,6.1527658
4.88403765873532,4.7413387
4.207302777519741,3.5593767
6.019817536484758,5.630829
7.29548876722937,6.3348007
4.306865499279899,4.4455223
7.578161961989303,7.6634564
4.995729829713475,4.722841
8.46379048904288,7.8941355
5.239881809188413,5.322103
5.677696389111354,5.2406235
8.976664496866373,8.458482
3.53831892708012,3.9856834
6.397233438178951,6.276824
3.3759782881638776,4.136402
1.9098622149127733,1.90995
4.762044711384912,4.3312974
4.649119770372532,4.999723
5.488284713016465,5.6441827
5.73500889782118,5.596056
2.6368454950204083,3.3486156
5.708639244846196,6.0904922
5.11482309841562,5.0316043
2.9366268098322243,3.2057133
2.808003774926628,3.795455
3.542475756251782,3.2770677
4.657871920814665,4.9332604
3.9280339711281935,3.6605961
4.444070602806381,4.9495955
6.594575819767819,7.6441383
3.321232556392302,4.05146
5.385094679567997,5.44855
3.040253461399546,2.7234268
5.25956574555634,5.2011213
7.205909855385195,7.5477552
4.304240531651691,4.628044
4.325670976491856,5.582116
1.9945762515820613,2.3345912
4.373885035055002,3.87251
5.986873271500203,5.9242496
3.6091029531934806,3.7380679
5.166689994305671,5.5002365
3.684159316307388,3.3171902
5.6524410858832805,5.6866198
3.1341689856199824,3.3194075
1.7612851867637982,2.072862
2.5558145270873727,1.8390256
0.7171867820253125,1.3683406
3.308487989596388,3.3280408
3.0217492943062907,3.3108737
4.367116206417383,4.458418
4.82505180967546,5.4748545
5.232457576534341,5.0298915
3.312322128825968,2.890525
4.753539558252155,4.388354
4.357570983812571,4.16935
2.9850397105030075,3.463528
6.261172496427058,5.830966
5.647052505536937,5.8798304
3.7278457550183415,3.1209111
5.968125885203526,5.8676767
4.831455400083727,4.8893433
3.3122400295706704,4.3596973
6.464248561051736,7.0216293
5.291973461169711,4.412979
6.928956693114348,8.598041
8.10874954734643,7.8824863
2.8508010542206144,3.5739024
5.103241525258809,5.0392704
4.567777156569998,4.742575
7.053505446528755,7.1876173
7.250381406764807,7.2766204
6.623131296904441,6.390448
2.6006781052568297,2.7619522
3.3862407599952635,3.444135
2.1224095878472955,1.4918284
0.7968762304076739,0.91420174
3.2768362117752075,2.1635413
2.091572760047649,2.5889482
2.8652065404373834,3.70597
4.301660239929057,3.6956408
5.3288834000188885,5.133521
4.770798588331671,4.318371
5.811389858438711,5.5155716
7.399808823370142,7.7813277
7.710420971648618,8.134153
3.862728059822493,4.5822496
6.946041777995244,7.2591567
8.190854628809245,8.119857
4.518897687955334,4.618925
4.307628134570385,5.365836
5.425940449424299,5.284793
3.59185574605873,3.9790432
4.509445019456758,5.0373793
5.799528802145265,5.360509
5.866200807837636,5.1613836
5.307086374243418,6.229351
6.600186805965625,6.640806
5.747971626633519,5.2226067
2.697943218352973,3.883211
4.178463283964788,4.769003
3.945757114587756,4.022277
4.728480222405448,6.0759583
2.996891956744162,3.6989734
5.833294383037413,5.4558654
4.570655445721314,4.932147
4.371901040365245,4.2526903
2.327984066853292,3.1954584
3.378801439051334,3.2754989
4.931002599467888,5.6883335
5.065714602797719,5.128775
4.099754678453267,3.953397
3.377909834728433,2.234755
6.474145090856253,5.9823847
4.405753311753438,4.3534913
2.4693044929986887,2.6578863
4.924178119442875,4.5312386
8.05665487119392,7.566613
4.040827118376113,3.8603532
7.963450872782068,7.184374
5.965831577252503,6.277286
4.724709773751425,4.627628
4.200344024949086,5.6043377
4.659912673761396,4.0984726
6.617209645550584,6.677037
6.576281968019114,6.4018435
8.127845114314148,7.8922415
4.275581305708975,4.8099313
5.267897438979001,4.983664
5.028829821315753,5.161559
1.9471207760434912,2.1832325
4.505780484658957,4.4302897
3.7740770461773967,4.27114
2.873308020101512,2.5222647
3.7053160648534513,4.71089
6.323358787018811,6.738694
4.989681946202437,5.30531
5.695781066058741,5.2606764
2.716421213481034,2.5650165
7.661400268322747,7.801942
4.762492635538571,5.321411
2.5125223488385595,2.1973581
6.770356324828549,6.5405045
4.637211509083707,5.618712
2.2114026296790565,2.8995774
5.317814911386615,5.2552223
6.565086067376692,6.1222343
6.574700638733655,6.772258
4.781350537421226,4.677801
1.9625317416270032,2.6564515
6.741678034190848,6.97944
5.218041939519869,4.836069
6.390109168449307,6.8270187
5.994745379337231,5.1566024
6.155508676012668,5.363915
2.230725739455257,3.3184798
4.587758347128658,5.988726
4.424774329921712,4.05672
6.585397222491448,7.2834377
6.780285260027048,6.631402
5.875499658934714,6.6720285
6.475246725756251,6.850911
3.124659096379472,3.1467748
6.182690665257945,6.6144156
4.73378967921168,5.3316774
3.717730669419536,3.9365869
3.064246133701772,3.1407356
3.164493552223365,3.4330277
8.17996832295324,8.092102
1.8281159135128189,1.7962002
5.089343512894491,4.398674
5.998936898401731,5.319682
2.581842495890036,2.9206288
5.239647622032315,5.8891544
3.917748097836298,4.3522
6.531280769607977,6.728907
3.3701897702544,3.2822695
5.272159431819456,5.4507904
4.632947106494862,3.9064968
4.990605649880506,5.2661457
4.523360676531969,5.3827753
3.735056333722022,3.4626777
6.633260909943032,6.8216105
3.3906938526948336,3.9757044
5.046473238572615,4.8827686
2.8672345170216293,2.9530427
6.943474503474493,7.010991
5.691681537501261,6.1061916
3.85313185288177,4.311201
